roppongi - 4500.0 - 300
roppongi - 13500.0 - 300
roppongi - 5400.0 - 300
roppongi - 18000.0 - 300
india - 3000.0 - 300
india - 6750.0 - 300
india - 5400.0 - 300
india - 6000.0 - 300
aberdeen - 4500.0 - 300
aberdeen - 4500.0 - 300
aberdeen - 8100.0 - 300
aberdeen - 9000.0 - 300
india - 3000.0 - 300
india - 4500.0 - 300
india - 16200.0 - 300
india - 18000.0 - 300
aberdeen - 3000.0 - 300
aberdeen - 6750.0 - 300
aberdeen - 16200.0 - 300
aberdeen - 6000.0 - 300
aberdeen - 3000.0 - 300
aberdeen - 4500.0 - 300
aberdeen - 16200.0 - 300
aberdeen - 6000.0 - 300
roppongi - 2250.0 - 100
india - 2250.0 - 100
aberdeen - 1500.0 - 100
india - 4500.0 - 100
aberdeen - 2250.0 - 100
aberdeen - 1500.0 - 100
roppongi - 2250.0 - 100
india - 4500.0 - 100
aberdeen - 1500.0 - 100
