jakarta - 2700.0 - 80
jakarta - 1050.0 - 80
jakarta - 3600.0 - 80
jakarta - 2025.0 - 80
jakarta - 1350.0 - 80
jakarta - 1050.0 - 80
jakarta - 3600.0 - 80
jakarta - 2025.0 - 80
jakarta - 1350.0 - 80
jakarta - 3150.0 - 80
jakarta - 3600.0 - 80
jakarta - 4050.0 - 80
roppongi - 900.0 - 80
roppongi - 1575.0 - 80
roppongi - 3600.0 - 80
roppongi - 1350.0 - 80
roppongi - 900.0 - 80
roppongi - 3150.0 - 80
roppongi - 3600.0 - 80
roppongi - 4050.0 - 80
india - 900.0 - 80
india - 1050.0 - 80
india - 3600.0 - 80
india - 1350.0 - 80
